@relation django
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug numeric
@data
1,1,1,1,0,1,1,68,1,0.000278,8,201,3601,14,0
0,1,1,1,0,1,12,417,1,0.053333,4,202,19.75,177,1
0,1,1,1,0,1,0,406,1,0.001134,5,203,882.632653,178,1
0,1,1,1,0,3,0,2158,2,0.169468,4,204,6.900833,179,0
1,1,1,1,0,24,24,309,2,0.241053,3,205,5.148461,15,0
0,1,1,1,0,5,0,7,1,0.191447,2,206,6.223384,180,1
0,1,2,20,4.149416,634,0,0,1,0,0,216.5,0,19,0
0,1,2,2,0.918296,3,0,219.5,1,0.193571,10,227.5,5.2265,182,1
0,2,4,40,5.149416,634,634,15.85,1,0.005694,20,248.5,8.397477,39,0
0,1,1,1,0,11,0,408,1,0.012847,7,269,78.837838,203,1
0,1,4,53,3.733758,2175,0,0,1,0,0,296,0,52,1
0,1,1,1,0,368,0,0,1,0,0,323,0,16,0
1,1,1,1,0,30,24,368,1,0.016528,1,324,61.504202,17,0
0,1,1,2,1,374,374,187,1,0.000208,2,325.5,2401,19,0
0,1,1,1,0,6,2,374,1,0.009873,1,327,102.289566,20,0
0,1,1,1,0,9,1,419,1,0.06787,8,328,15.73397,204,1
0,1,1,1,0,0,0,427,1,0.010752,9,329,94.003229,205,0
0,1,1,1,0,3,3,181,2,0.947049,1,1,2.055912,1,0
0,1,1,1,0,4,0,378,1,0.435613,2,330,3.295613,21,0
1,1,1,1,0,13,8,42,1,3.611887,1,44,1.276864,1,1
0,1,1,1,0,2,2,47,1,0.002083,2,45,481,2,1
0,1,1,1,0,10,4,68,1,0.736296,9,331,2.358149,22,0
1,1,5,5,1.89759,40,11,260.2,1,0.914185,10,334,1.60213,210,1
0,1,1,1,0,4,1,113,1,2.830035,2,337,1.353353,211,1
1,1,1,1,0,1,1,116,1,0.00088,3,338,1137.842105,212,0
0,1,1,2,0.148549,86,8,105,2,0.437812,18,46.5,2.158976,33,0
0,1,1,2,0.907166,24,7,470.5,2,0.409132,15,48.5,63.149511,35,0
1,1,1,1,0,3,2,107,1,3.822546,1,339,1.261606,213,1
0,1,1,1,0,24,24,225,2,0.168981,10,340,6.917808,23,0
1,1,1,1,0,1,1,309,2,0.776088,4,341,2.288514,24,0
0,1,1,1,0,1,1,1090,1,0.196227,4,342,6.096143,214,0
0,1,2,4,1.042305,62,61,115,1,0.733287,4,3.5,1.710272,3,0
0,1,1,2,0,0,0,0,1,0.735868,2,6.5,2.019204,5,0
0,1,1,1,0,0,0,0,1,0.736181,1,8,2.358362,6,0
0,1,1,2,0.94566,6,5,91.5,1,1.216545,4,343.5,1.614529,216,1
1,1,1,1,0,15,13,181,2,0.317812,2,9,4.146509,2,0
0,1,1,1,0,3,1,116,1,0.225961,4,345,5.425549,217,1
0,1,1,1,0,1,1,31,1,0.77912,1,346,2.283499,218,0
0,1,2,5,1.832263,14,1,10.2,1,0.212486,9,349,2.510852,223,1
0,1,1,1,0,0,1,18,1,0.265,1,352,4.773585,224,0
0,1,1,1,0,1,1,290,1,2.845116,2,353,1.35148,225,1
0,1,2,2,0.930586,52,0,15,1,0.408166,1,354.5,2.224993,227,1
0,1,1,1,0,6,3,1090,1,0.109572,5,356,10.126439,228,1
0,1,1,1,0,258,0,0,1,0,0,357,0,25,0
1,1,1,1,0,11,9,258,1,0.004282,1,358,234.513514,26,0
0,1,1,1,0,8,8,225,2,0.211968,11,359,5.717702,27,0
0,1,1,1,0,22,2,225,2,0.014861,12,360,68.28972,28,0
0,1,1,1,0,3,1,245,2,0.001921,13,361,521.481928,29,0
0,1,1,1,0,7,2,260,1,0.082708,2,362,13.09068,30,0
0,1,1,3,0,0,0,0,1,0,0,11,0,9,0
0,1,1,1,0,371,358,731,2,1.322153,6,363,1.756342,31,0
0,1,1,1,0,88,2,265,1,0.098472,3,364,11.155148,32,0
1,1,1,1,0,1,1,351,1,0.00103,4,365,971.786517,33,0
0,1,1,1,0,89,0,351,1,0.020359,5,366,50.118818,34,0
1,1,1,1,0,2,2,440,1,0.001007,6,367,994.103448,35,0
0,1,1,1,0,2,2,440,1,0.000799,7,368,1253.173913,36,0
0,1,1,2,0.80699,75,18,411,1,0.300978,11,369.5,2.677701,38,0
1,1,1,1,0,2,2,377,1,0.000984,4,371,1017.470588,39,0
0,1,1,1,0,5,0,502,1,0.013171,9,372,76.922671,40,0
1,1,1,1,0,163,163,733,2,0.918125,7,373,2.089176,41,0
0,1,1,1,0,6,2,377,1,0.382361,5,374,3.615329,42,0
1,1,1,1,0,1,1,1093,1,0.650382,6,13,2.537558,0,1
0,1,1,3,1.548565,15,2,254.666667,2,0.583017,22,376,1.733263,45,0
1,1,1,2,1,4,4,234,2,0.003438,19,378.5,219.181818,47,0
1,1,1,2,1,4,4,234,2,0.000509,21,380.5,1473.727273,49,0
1,1,1,1,0,1,1,387,2,0.000255,9,382,3928.272727,50,0
0,1,2,72,0,0,0,0,2,0.693286,37,49.5,0.572722,81,0
1,1,1,1,0,1,1,1093,1,0.027164,7,86,37.812953,1,0
1,1,1,2,0.453716,42,42,229.5,1,0.766076,4,87.5,1.979015,83,0
0,1,1,1,0,3,0,16,1,1.846481,2,383,1.541571,3,0
1,1,1,2,1,2,0,113,1,0.816777,7,384.5,1.900206,230,0
1,1,1,1,0,2,6,2161,2,1.735185,5,386,1.576307,231,1
0,1,1,1,0,5,2,290,1,0.757523,3,387,2.320092,232,1
0,1,3,4,1.823068,10,1,603.25,2,1.207671,16,389.5,1.209681,236,0
0,1,1,1,0,5,1,29,2,0.069329,2,392,15.42404,237,1
0,1,3,4,1.679065,27,3,606.5,2,0.060816,21,394.5,34.762871,241,1
1,1,1,1,0,2,1,427,1,1.860012,10,397,1.537631,242,1
1,1,1,1,0,3,1,387,2,0.450613,10,398,3.219197,51,0
0,1,1,1,0,2,6,154,1,1.208773,3,399,1.827285,243,0
0,1,1,1,0,5,5,319,1,5.184826,1,400,1.19287,244,1
0,1,1,1,0,0,4,85,1,2.536551,3,401,1.394236,245,0
0,1,2,3,1.231493,35,46,183.333333,1,0.043777,10,403,137.77353,248,0
0,1,2,2,0.954434,8,8,86,1,2.60026,6,405.5,1.192349,250,1
0,1,3,6,1.967484,530,279,89.833333,1,0.008183,14,409.5,35.011729,256,1
0,1,2,2,1,22,22,11,1,0.00853,2,413.5,59.616011,258,1
1,1,1,1,0,1,1,126,2,0.734479,5,415,2.361509,259,1
1,1,1,1,0,6,0,507,1,1.310347,10,416,1.763157,52,0
0,1,1,1,0,2,0,81,2,0.919664,14,417,2.087353,53,0
0,1,2,3,0.287429,617,0,142.666667,1,0.1776,11,419,2.876874,262,1
0,1,2,2,0.979869,13,11,86,1,5.664664,2,421.5,1.1324,264,1
1,1,1,1,0,1,1,513,1,0.17588,11,423,6.685707,54,0
0,1,1,1,0,7,4,83,2,0.197211,15,424,6.07072,55,0
0,1,1,1,0,88,0,0,1,0,0,425,0,265,1
1,1,1,1,0,2,2,279,1,0.571979,1,426,2.748315,266,0
1,1,1,1,0,5,1,328,1,3.143634,2,427,1.318103,267,1
1,2,2,2,1,2,2,261.5,1,1.40088,13,428.5,1.363966,56,0
1,1,1,1,0,14,13,744,2,1.688947,7,430,1.592085,57,0
0,3,11,109,4.777188,2224,2179,26.568807,2,0.833931,74,485,2.69628,4,1
1,1,1,1,0,7,4,284,2,0.009722,2,540,103.857143,324,0
0,1,1,3,1.437881,66,95,282,2,0.71446,43,542,1.498887,60,0
0,1,1,1,0,3,0,468,2,0.005081,14,544,197.810934,61,0
1,1,1,1,0,12,3,126,2,0.5136,6,545,2.947042,325,0
1,1,1,1,0,4,5,309,2,1.436285,6,546,1.696241,62,0
1,1,1,1,0,4,4,308,2,0.030752,7,547,33.517877,63,0
0,1,1,1,0,4,4,96,1,6.128079,1,548,1.163183,326,1
0,1,1,1,0,5,1,18,1,6.135417,1,549,1.162988,327,1
0,1,1,2,0.21871,418,11,235.5,2,0.132292,15,550.5,4.779528,65,0
0,1,1,1,0,1,1,96,1,0.052176,2,552,20.165927,328,0
1,1,1,1,0,1,1,414,2,0.005162,1,553,194.721973,66,0
0,1,1,1,0,5,5,414,2,0.001076,2,554,930.032258,67,0
1,1,1,1,0,1,1,414,2,0.000556,3,555,1801,68,0
0,1,1,1,0,4,2,414,2,0.001944,4,556,515.285714,69,0
1,1,1,1,0,1,1,416,2,0.001817,5,557,551.318471,70,0
0,1,1,1,0,4,2,416,2,0.363067,6,558,3.754312,71,0
1,1,1,1,0,4,4,47,1,2.940544,3,559,1.340073,329,0
0,1,1,1,0,1,1,96,1,0.376505,3,560,3.65601,330,0
1,1,1,1,0,1,1,418,2,0.029329,7,561,35.09629,72,0
0,2,2,3,0.865857,28,16,204,2,2.042978,21,563,1.803499,73,1
1,1,1,1,0,2,2,137,2,0.000278,8,565,3601,333,1
1,1,1,1,0,4,4,183,2,2.716609,3,89,1.368106,3,0
0,1,1,1,0,14,2,183,2,0.005671,4,90,177.326531,4,0
1,1,1,1,0,37,37,356,2,0.0139,7,566,72.94005,74,0
1,2,2,5,2.24028,59,49,791.8,2,0.999243,43,569,1.379807,78,0
1,1,1,1,0,8,1,47,1,0.134421,4,572,8.439297,335,0
1,1,1,1,0,1,1,418,2,0.132674,8,573,8.537294,79,0
0,1,1,1,0,8,1,34,2,1.950069,4,574,1.512802,336,1
1,1,1,1,0,1,1,293,1,2.061528,4,575,1.485077,337,1
0,1,1,1,0,41,0,0,1,0,0,576,0,80,0
0,1,1,1,0,20,0,259,2,0.861609,15,577,2.16062,81,0
0,1,1,1,0,3,0,464,2,0.593889,16,578,2.683817,82,0
0,1,1,1,0,1,1,41,1,0.004525,1,579,221.971867,83,0
0,1,1,1,0,23,4,41,1,0.002812,2,580,356.555556,84,0
1,1,1,1,0,4,0,60,1,0.001678,3,581,596.862069,85,0
0,1,1,1,0,12,0,64,1,0.008576,4,582,117.59919,86,0
0,1,1,1,0,96,57,139,1,4.155139,1,583,1.240666,87,0
0,1,1,1,0,3,2,748,2,0.1461,9,584,7.844649,88,0
1,1,1,1,0,1,1,178,1,0.006354,2,585,158.377049,89,0
1,1,1,1,0,1,1,459,2,0.956875,13,586,2.045069,338,1
1,1,1,2,1,2,2,30,1,3.47173,3,587.5,1.227807,340,0
1,1,6,6,2.360417,32,21,223.833333,2,2.721524,32,591.5,2.407184,346,1
0,1,1,1,0,1,0,291,2,0.004097,6,595,245.067797,347,1
0,1,1,1,0,5,1,279,1,1.189641,2,596,1.84059,348,1
0,1,1,1,0,3,3,72,1,4.320556,3,597,1.231452,349,1
1,1,1,1,0,1,2,292,2,0.009711,7,598,103.979738,350,1
1,1,1,1,0,31,35,75,1,4.165961,1,599,1.240041,90,0
0,1,1,1,0,17,0,279,2,0.23515,16,600,5.252596,91,0
1,1,3,3,0.744194,27,25,1241,3,1.098414,32,602,3.1139,353,1
0,1,1,1,0,8,5,54,1,0.50522,5,604,2.979336,354,0
0,1,1,1,0,3,1,468,3,0.015729,16,605,64.576159,355,1
1,1,1,2,1,4,4,285,2,0.76735,6,606.5,3.534837,357,1
1,1,2,2,0.998801,419,415,235,3,0.184693,17,608.5,3.707191,359,1
0,1,1,1,0,50,18,331,1,5.949618,1,50,1.168078,3,1
1,1,1,1,0,1,1,363,1,0.001493,2,51,670.767442,4,1
1,1,1,1,0,1,1,363,1,0.001771,3,52,565.705882,5,0
0,2,2,4,1.409209,90,61,338,3,0.749389,56,611.5,3.649777,94,1
0,1,1,2,0.753198,20,17,431.5,3,0.102766,31,53.5,8.298119,37,0
1,1,1,1,0,1,1,403,3,0.001319,14,55,758.894737,38,0
1,1,1,1,0,3,3,102,3,0.120336,19,614,9.310089,361,0
0,1,1,1,0,3,2,403,3,0.034236,15,615,30.208925,95,0
1,1,1,1,0,5,0,749,2,1.022951,10,56,1.977564,39,0
1,1,1,1,0,1,1,754,2,0.012269,11,57,82.509434,40,0
0,1,1,2,0.985228,7,7,1282,3,0.481192,11,616.5,3.251839,363,1
0,2,2,2,0.676942,23,5,1459,3,0.045874,23,618.5,18.691157,96,0
1,1,1,1,0,2,0,90,2,2.096123,17,620,1.477071,97,0
0,1,1,2,0.958712,19,2,1,1,7.269815,2,621.5,1.103166,6,0
0,1,1,1,0,28,0,76,1,1.228021,5,623,1.814318,98,0
0,2,3,3,1.184575,59,26,321.666667,3,0.224672,41,625,3.694074,99,1
1,1,2,2,1,2,2,366.5,3,0.529844,11,627.5,248.32898,368,0
0,1,1,1,0,8,5,1093,3,0.898264,9,629,2.113259,369,0
0,1,1,1,0,3,0,442,3,0.044306,4,630,23.570533,370,1
1,2,3,6,2.27732,24,41,683.166667,3,1.676225,64,633.5,2.533543,102,0
1,1,2,2,0.992933,72,19,222.5,3,0.015428,5,637.5,33.408102,375,1
0,1,1,1,0,26,0,50,3,0.001308,1,639,765.60177,376,1
1,1,1,1,0,1,1,223,1,5.864259,2,58,1.170525,6,1
1,1,1,1,0,3,3,41,2,1.787153,5,59,1.559549,7,0
1,1,1,1,0,1,1,38,1,3.31309,6,60,1.301833,8,1
1,1,1,1,0,29,5,12,1,0.523576,2,61,2.909941,4,0
0,1,1,1,0,2,2,41,2,0.044317,6,640,23.564638,377,0
1,1,1,1,0,16,16,36,1,0.038472,3,641,26.99278,7,0
0,1,1,2,0.997503,6,11,427,3,0.702975,31,642.5,2.369074,104,0
1,1,1,1,0,25,0,104,1,0.577477,6,644,2.731671,105,0
0,1,2,2,0.998636,25,21,68.5,2,1.008293,9,62.5,1.495888,10,0
0,1,1,1,0,19,4,129,1,0.081285,7,64,13.302435,41,0
1,1,1,1,0,1,1,144,1,0.000602,8,65,1662.538462,42,0
1,1,1,1,0,1,1,144,1,0.000498,9,66,2010.302326,43,0
0,1,1,1,0,40,35,415,3,0.098866,11,67,11.114727,44,0
0,1,1,1,0,16,11,296,2,1.687002,17,68,1.592767,45,0
1,1,1,1,0,6,2,71,1,1.705301,2,69,1.586407,46,0
0,1,1,3,1.241946,12,3,562.333333,3,2.239707,25,71,1.353319,49,0
1,1,1,1,0,1,1,404,3,0.928634,16,73,2.07685,50,0
1,1,1,1,0,7,5,144,1,0.08588,10,645,12.644205,106,0
1,1,1,1,0,2,3,75,1,0.064664,3,646,16.464471,107,0
1,1,4,4,1.840975,10,18,290.25,3,3.000752,13,648.5,1.277863,381,1
0,2,3,4,1.275316,205,44,186,3,0.706071,42,75.5,1.42579,52,1
1,1,2,2,0.650022,6,6,99,3,1.098137,13,651.5,1.459894,383,1
0,1,1,1,0,1,2,1088,3,0.160231,11,653,7.240971,384,0
1,1,1,1,0,2,2,76,1,9.156713,1,654,1.109209,385,0
1,1,6,7,2.102196,93,56,645.142857,3,1.402206,46,658,1.182145,392,1
0,1,1,1,0,2,2,2206,3,0.000961,14,662,1041.963855,393,0
0,1,1,5,2.262787,75,0,0,1,0,0,93,0,6,0
0,1,1,1,0,1,1,51,1,2.792176,3,96,1.358144,7,0
1,1,1,1,0,2,2,1090,3,0.205891,13,663,5.856934,394,1
1,1,1,1,0,11,1,287,2,2.499294,4,664,1.400113,395,1
1,1,1,3,1.584951,121,232,193.333333,2,0.843538,9,666,0.930928,398,1
1,1,1,3,1.524787,21,22,516.666667,3,1.692415,36,669,1.25703,110,0
0,1,1,1,0,1,1,204,2,3.973449,1,78,1.251671,13,1
1,1,1,1,0,1,1,416,3,1.521794,18,671,1.657119,111,0
1,1,1,1,0,1,1,1090,3,0.910069,14,672,2.098817,399,0
0,1,1,2,0.363635,490,0,151,3,1.328698,19,79.5,1.376308,54,0
0,2,2,4,1.268362,508,8,82.25,3,2.901186,6,82.5,0.897777,55,1
0,1,1,1,0,17,17,336,3,0.905903,20,673,2.103871,112,0
0,1,1,2,0.993521,318,305,378.5,3,0.858953,2,674.5,1.82986,114,0
1,1,1,3,1.485475,60,30,176,3,0.980451,9,86,1.623296,19,1
1,2,2,2,0.378959,47,21,277,3,0.105029,8,88.5,54.565131,56,1
1,1,1,1,0,1,1,148,3,3.79125,1,90,1.263765,21,0
1,1,1,1,0,1,1,22,1,12.868438,1,91,1.07771,22,1
1,1,1,1,0,1,1,2206,3,3.384688,15,92,1.295448,23,0
0,2,2,2,0.745518,47,52,290,3,0.237234,10,676.5,4.161438,115,1
1,1,1,1,0,1,1,317,1,13.541875,1,93,1.073845,24,0
1,1,1,1,0,7,3,448,3,5.436181,6,678,1.183953,401,1
1,1,1,1,0,2,2,434,3,4.961458,22,679,1.201554,116,0
1,2,8,14,3.303511,68,42,400,3,5.780696,103,686.5,1.044589,120,1
0,1,1,1,0,1,0,368,3,0.010475,11,694,96.469613,121,0
1,2,2,2,0.811278,6,2,1289,3,0.024103,29,695.5,28.413569,122,1
0,1,1,1,0,1,4,152,1,13.678241,1,697,1.073109,413,1
1,1,1,1,0,12,0,586,1,8.099896,1,698,1.123458,414,1
1,1,1,1,0,2,2,2211,3,0.072755,18,699,14.74483,415,0
1,1,1,1,0,2,2,452,3,0.318646,7,700,4.13828,416,0
1,1,1,1,0,14,3,452,3,0.016007,8,701,63.472885,417,1
1,1,1,1,0,1,1,1090,3,3.287512,15,702,1.304181,418,0
1,1,1,1,0,4,2,118,2,6.923831,3,703,1.144429,419,1
0,1,1,1,0,3,1,9,3,4.918345,1,704,1.20332,420,0
0,1,1,4,2,8,0,15.25,1,4.327998,4,706.5,1.12034,424,0
1,1,1,1,0,3,2,422,3,0.282593,20,709,4.538663,123,0
1,1,1,1,0,3,21,2211,3,0.184792,19,710,6.411499,425,0
0,1,1,1,0,2,2,463,3,0.027245,9,711,37.703483,426,0
1,1,1,1,0,3,0,1090,3,0.028796,16,712,35.726688,427,1
1,1,1,1,0,2,2,2193,3,0.844201,20,713,2.184551,428,1
1,1,1,1,0,4,3,1093,3,1.649248,17,714,1.606337,429,0
0,1,1,1,0,0,1,1094,3,0.000926,18,715,1081,430,0
0,1,1,1,0,8,5,92,2,7.700382,18,716,1.129864,124,0
0,1,3,10,1.06171,3169,0,0,1,0,0,721.5,0,9,1
1,1,1,9,2.659157,52,66,39.222222,1,13.47419,9,731,1.023328,439,0
0,1,1,3,1.079976,112,1,0.333333,1,0.015042,1,737,23.159528,12,1
0,1,1,1,0,8,7,1093,3,1.063623,19,739,1.940183,440,1
0,1,1,1,0,38,31,140,1,0.171644,1,94,6.826028,0,1
0,1,1,1,0,2,2,147,1,0.043194,2,740,24.151125,13,0
0,1,1,1,0,5,0,68,1,0.218275,1,741,5.581367,14,0
0,1,1,2,0.181166,72,1,0.5,1,0.086638,2,742.5,6.771158,16,1
0,1,1,1,0,2,0,71,1,0.008958,1,744,112.627907,17,0
1,1,1,1,0,11,8,42,1,16.822361,1,745,1.059445,441,1
1,1,1,1,0,10,2,45,1,0.020833,2,746,49,442,0
0,1,2,3,0.949526,82,11,71.333333,1,0.117157,4,748,5.28292,20,1
0,1,1,1,0,2,2,65,1,0.010775,1,750,93.803437,21,0
0,1,1,1,0,1,0,65,1,0.016956,2,751,59.976109,22,0
0,1,1,1,0,16,0,66,1,0.017535,3,752,58.029703,23,0
0,1,1,1,0,1,1,82,1,0.00081,4,753,1235.285714,24,0
0,1,1,1,0,3,0,279,3,4.114502,4,754,1.243043,443,0
0,1,1,2,0.198235,64,1,0.5,1,0.580127,3,755.5,1.86188,26,1
0,1,1,4,1.462965,106,4,18.5,1,0.309647,6,758.5,7.333452,30,1
1,1,1,1,0,4,2,96,1,12.99537,4,95,1.07695,25,1
0,1,1,1,0,2,2,63,1,1.632569,1,761,1.612531,31,1
1,2,2,2,0.956155,52,1,1130.5,3,3.773964,23,762.5,1.16951,32,1
1,3,3,5,1.405391,62,15,680.2,3,4.117532,69,766,6.409112,33,1
0,1,1,1,0,2,0,72,1,3.154132,1,769,1.317044,34,0
1,1,1,1,0,1,1,418,3,6.116574,14,770,1.16349,128,0
0,1,1,1,0,7,0,418,3,0.002315,15,771,433,129,0
0,1,1,1,0,1,1,425,3,0.00044,16,772,2274.684211,130,0
0,2,4,10,1.93636,313,930,108,2,8.180964,8,100.5,1.018022,6,1
0,1,1,1,0,0,82,82,1,2.833576,5,106,1.352911,7,0
0,1,1,1,0,1,1,159,3,10.655035,6,773,1.093852,446,0
1,1,1,1,0,1,1,363,3,6.16375,6,774,1.162239,447,1
0,1,6,9,1.564429,2256,2254,447,3,6.395086,58,779,1.087168,456,1
0,1,1,1,0,3,3,74,1,0.107731,2,107,10.282338,8,0
1,1,1,1,0,0,1,310,3,0.214769,12,784,5.656176,131,0
1,1,1,1,0,1,1,309,3,0.000937,13,785,1067.666667,132,0
0,1,1,1,0,11,0,336,3,7.203715,21,786,1.138817,133,0
1,1,1,1,0,14,3,148,3,6.982523,2,108,1.143215,30,0
0,1,4,6,2.3582,104,7,169,3,8.742932,61,789.5,1.034171,462,1
1,1,1,1,0,1,2,204,2,10.825729,2,109,1.092373,31,1
0,1,1,1,0,0,1,288,3,7.067245,12,793,1.141498,463,0
1,1,2,2,0.413817,31,29,240.5,2,14.80191,2,110.5,1.050669,33,1
0,1,1,2,0.942683,25,25,195.5,3,3.539051,17,794.5,93.181515,465,1
1,1,1,1,0,9,1,347,3,0.847222,22,796,2.180328,134,0
1,1,1,1,0,3,1,743,1,20.723484,1,112,1.048254,34,1
1,1,6,7,2.337766,55,55,241.142857,3,8.17527,14,116,2.659238,41,1
0,1,3,3,1.22131,44,0,126.666667,3,3.946566,7,121,0.723023,44,1
1,1,1,1,0,8,7,355,3,0.106123,23,797,10.423056,135,0
0,1,1,1,0,2,0,356,3,0.004086,24,798,245.759207,136,0
0,1,4,6,1.676216,55,9,185.166667,3,0.225868,67,801.5,2.80784,471,1
1,1,1,1,0,1,1,63,1,2.460833,2,805,1.406366,35,0
1,1,1,1,0,7,1,1549,3,2.25213,1,806,1.444024,472,0
0,1,1,1,0,6,1,507,3,1.219271,13,807,1.820162,473,0
1,1,1,1,0,13,0,420,1,22.552824,1,808,1.04434,474,1
1,1,1,1,0,7,6,1094,3,2.721481,21,809,1.367447,475,1
1,1,1,1,0,3,0,512,3,0.459977,14,810,3.174022,476,1
1,1,1,1,0,24,1,433,1,0.010637,2,811,95.015234,477,1
0,1,1,1,0,8,14,456,1,0.005498,3,812,182.894737,478,1
0,1,1,1,0,3,5,450,1,0.000463,4,813,2161,479,1
1,1,1,1,0,11,0,448,1,0.004352,5,814,230.787234,480,1
1,1,1,1,0,3,3,776,3,13.010394,16,815,1.076862,137,0
0,1,1,1,0,8,0,369,3,3.921412,14,816,1.25501,138,0
0,1,1,1,0,1,1,377,3,0.003391,15,817,295.880546,139,0
0,1,1,1,0,2,2,667,3,3.732917,1,818,1.267887,481,1
1,1,1,1,0,1,1,459,1,1.020683,6,819,1.979736,482,0
0,1,3,3,0.900349,38,52,77.333333,2,14.05309,7,821,1.030701,485,1
0,1,1,1,0,3,3,345,3,3.03816,6,823,1.329147,486,1
0,1,1,2,1,2,2,32,3,13.470509,4,824.5,1.181242,488,0
1,1,2,2,0.936667,40,11,100.5,2,0.064144,8,826.5,12.69253,490,1
